Round Number,Player's Choice,Computer's Choice,Result
2,rock,scissors,player
3,paper,scissors,computer
4,rock,scissors,player
5,scissors,paper,player
6,paper,rock,player
7,rock,scissors,player
8,scissors,rock,computer
9,paper,scissors,computer
10,rock,paper,computer
11,scissors,rock,computer
12,rock,scissors,player
13,rock,scissors,player
14,rock,rock,tie
15,paper,paper,tie
16,scissors,paper,player
17,rock,scissors,player
18,rock,paper,computer
19,scissors,paper,player
20,scissors,scissors,tie
21,rock,scissors,player
22,rock,paper,computer
23,scissors,paper,player
24,scissors,scissors,tie
25,scissors,paper,player
26,rock,paper,computer
27,scissors,paper,player
28,scissors,scissors,tie
29,scissors,paper,player
30,scissors,paper,player
31,scissors,rock,computer
32,paper,rock,player
33,rock,paper,computer
34,scissors,rock,computer
35,scissors,rock,computer
36,paper,rock,player
37,paper,paper,tie
38,scissors,paper,player
39,rock,paper,computer
40,scissors,paper,player
41,paper,rock,player
42,paper,paper,tie
43,rock,rock,tie
44,scissors,rock,computer
45,rock,rock,tie
46,paper,paper,tie
47,paper,paper,tie
48,scissors,rock,computer
49,rock,paper,computer
50,rock,paper,computer
51,scissors,rock,computer
52,paper,rock,player
53,paper,paper,tie
54,scissors,rock,computer
55,rock,paper,computer
56,rock,paper,computer
57,scissors,rock,computer
58,paper,scissors,computer
59,paper,paper,tie
60,rock,rock,tie
61,paper,rock,player
62,rock,paper,computer
63,scissors,rock,computer
