Round Number,Player's Choice,Computer's Choice,Result
2,rock,scissors,player
3,scissors,paper,player
4,paper,scissors,computer
5,rock,rock,tie
6,rock,rock,tie
7,paper,scissors,computer
8,scissors,scissors,tie
9,rock,rock,tie
10,paper,rock,player
11,rock,rock,tie
12,scissors,paper,player
13,scissors,scissors,tie
14,rock,paper,computer
15,scissors,scissors,tie
16,paper,scissors,computer
17,rock,paper,computer
18,scissors,paper,player
19,scissors,scissors,tie
20,rock,paper,computer
21,scissors,scissors,tie
22,rock,scissors,player
23,rock,rock,tie
24,paper,scissors,computer
25,rock,rock,tie
26,scissors,rock,computer
27,paper,scissors,computer
28,paper,paper,tie
29,rock,scissors,player
30,rock,rock,tie
31,scissors,scissors,tie
32,paper,scissors,computer
33,rock,paper,computer
34,scissors,rock,computer
35,paper,scissors,computer
36,paper,paper,tie
37,rock,paper,computer
38,scissors,rock,computer
39,paper,scissors,computer
40,rock,paper,computer
41,scissors,rock,computer
42,rock,scissors,player
43,paper,rock,player
44,rock,paper,computer
45,scissors,rock,computer
